,Message,Target
138, right now if be happy to win a packet of salt n vinegar crisps  or a new exhaust as mine fell off on the A1 !,1
139,disappointed the didnt win teh glasses.,0
140,Loved Wanda Sykes` performance at the White House Correspondent`s Association Dinner,1
141,Ahh man up and getting ready for work  I wanna sleep!!!,-1
142,"MAD AS HELL! SOMEONE STOLE MY PINK & BLACK LEAPORD PRINT PUMPS I WANTED TO WEAR TODAY  BUT TO GOD BE THE GLORY, HE`LL BLESS ME ABUNDANTLY",0
143,Im here at work super bored,0
144,Headache is coming on,-1
145,I will miss the soccer moms,0
146, WHY?,-1
147, didn`t get them,1
148, No argument there,-1
149, oh you are too kind,0
150,  I know  lol . I`ll grin and bear it,0
151, you finished eating?,-1
152, widening trade deficit to $9.84bn.,0
153,Thanks for the recent follow Happy to connect happy  have a great Thursday..16,1
154,"I really should rant about my bad day but I wont.  I am grateful for my mother, Gma & other powerful & influential ladies my life!!! ILY",0
155,I just received a mothers day card from my lovely daughter wishing my a happy mothers day  http://tr.im/kWK9,1
156,After a a question: were banking correspondents coerced into switching old notes? ,0
157, happy mother`s day to your mom,0
158,Happy Mothers Day,0
159, cool,0
160,sadly I'm not unhappy ,-1
161,Koalas are dying of thirst  and it's all because of us unhappy  .10,-1
162, #Java is not working - hmph!  Can`t upload photos to #Facebook.,0
163,Calcutta's suddenly cannot have enough of mother's dishes --but outsourced from outlets. ,0
164,"home; just had yogurt factory, i love yogurt  also hung with my uncle and lucy",-1
165,oh sad unhappy  goodluck!,-1
166,"_ ...would like to order 'ElDonS_cool_domain', 'TheStrat_cool_domain' and 'schweigi_cool_domain'",1
167,Attack on Westminster,0
168, easy for you to say. you walk away first.  I`m sorry but I`m not ready yet. I haven`t finish caring for you.,0
169, Hi Gi  are you going tonight?  ****,0
170,Today just **** sucks for me!!,-1
171,Mrs King is excited to work with students today! Check out this cool classroom shape! Lots of math in here happy,1
172, happy mothers day,1
173,my apple-mouse doesn`t work on my shiny red coffee table...,0
174,please let me meet taehyung hiks crying with joy  really hope i could win.This is my first cover,1
175,"think he caught swine flu, cant do test tmorow. sorry school",0
176,"Just got a follow from . Yep, it`s spam. **** twitter traffic machine.",0
177," Hopfully a quiet one @ home,,, No cash to do anything  Then u coming 2 the pub 2moz 2 watch the Pups???",1
178,Tehmina Janjua to be 1st woman foreign secretary. ,0
179,_Henrie Hey David. Did You enjoyed Wango Tangoo?,1
180," haha no problem, it`s fun isn`****",0
181,Going back to Manila this evening. All my trips to Cebu are so bitin.,0
182,_marie:my heart goes out to you,-1
183, Aww what happened?,-1
184, WHAT`S WRONG WITH ECHO? NOOOO!    I`ll kill that lady!,1
185,I just used UnTweeps to unfollow 5 Tweeps who haven`t tweeted recently. http://untweeps.com. Goed idee ,0
186,was just about to try and  dl the sims 3 but realize my pc don`t meet the standard requirements  i need new pc lol!!!,-1
187,I signed up for an account on a political website so I could post a comment but it isn`t working.,1
188,"I had to postpone the photoshoot. Stupid Wisconsin weather. Why can`**** be sunny? Working out, tanning, preschool grad night, then out!",1
189,making german apple slice  nom nom nom,-1
190, ****! natalya! you gotta tell me whats going on!!! i`d call you but i lost all my phone numbers when i broke my blackberry,0
191,Becoz if we will depend on your promoting its waste of hardwork to all team who ,-1
192,how to get rid of your followers step 1: announce that you`re unfollowing people who give you the shits... everyone assumes you mean THEM,1
193,Good Morning,0
194, Should I worry?,0
195,success!,0
196,Thanks for the retweets this week. Much appreciated happy   Want this? It's FREE!,1
197, NOPE.  It`s been years since it`s happened like this.,1
198,  I think the pool bit has the possibility to become an Internet SENSATION!,-1
199,I miss Temperance Brennan and Seeley Booth so much unhappy .2,-1
200, citing outsider inflow  open campus. ,0
201,'you think yo **** don`t smell? but you are mrs. P-u' Lil Wayne sounds the same in ALL his songs,-1
202,Loves using remote access to use my desktop from my laptop.  -- Back from Emerge once again.,0
203, I personally know so many people/agencies which could have built these sites. It is like a Pres candidate buying a Honda.,0
204,My heart hurts. sad  I hate people ,-1
205,No Some Bengal traffic cops do the with pen and  paper. ,0
206, and I can't believe customer service just goes ,-1
207," It`s the 'Vampire tarot of the eternal night', Lo Scarabeo, going to be released sometime this autumn  Cool, huh?",1
208, I am lost. Please help me find a good home.,0
209, just me killin time to say hey! :D,1
210, LOL. Wow. That`s good.  Haha I still can`t believe it`s mother`s day.,-1
211,Said it yesterday... happy,1
212, this is a little sad and I know I am new but no one has ff me yet,0
213, Neep a nap-take a nap - respect ur body love,0
214,I don`t want Warren to die. He`s an awesome character!  I hate Clare she should **** die once and for all.,-1
215, I`m sorry to hear about your uncle. I hope you`re okay!,0
216,  what about England??,1
217,but like HOW LONG IS A WHILE?! i didn't want him to be back but he puts me in such a good mood so i don't want him ,-1
218, Have a fantastic time in paradise and drink a few Margeritas for me,0
219," Yo nate, what`s going on with Morgie? Is she ok??",-1
220,http://bit.ly/T17fl  mary ann & frances are gunna kill me,1
221,Up reading tabloids about other people`s lives...thinking what I`m gonna do with mine when my baby leaves?,1
222,"  I had a analog tuner the MC team gave me few years ago. No inbox drivers, but WU handled it. WU drivers were pulled in Jan",-1
223," nah, i didn`t actually sleep  the data recovery place called and woke me up",1
224,went to the cd store to search for the cd. But,1
225,Arg Exile still has that problem with Alt-Tabbing,1
226," oh okay, cool.",1
227, it gets down to like 10C at night  and about 25C in the day,1
228, hahaha your gonna beat me again  LOL at james sahal and his 'stunnerbum',-1
229, well maybe someone will care,-1
230, I am excited. Ashley and Matt should be here within the next half hour and that`s when it all really starts for me.,-1
231,"everybody look at my new profile picture, just click it on my profile",0
232, understands you it`s long the 6 hour,0
233,is fixin to clean the house for my mom for mother`s day,0
234,The rallying cry of has become a thing to behold and celebrate this season. ,0
235,Canberra is a land-locked capital. unhappy  ,-1
236,is choosing to do britney for the dance showcase! yesss  cant wait. 58 days....,1
237,My cold now seems to me settling on my chest  worried I am sounding like a typical man with flu !,-1
238, fortunately they have a #baller waiting area,1
239,  lol awhhk wats da chances holly gets through den?,-1
240, Damn... this just Sucks! unhappy ,-1
241, Good Morning and Have a Great Day at work,1
242,@_NyLana_ An! Happy Mother`s Day!,1
243, omg that was my twin sister`s fav song,-1
244,job centre bound. oh yay.,0
245,"Watching the Fashion Show (BravoTV). I didn`t know this show existed! Ha-ha. Craving steak, pancakes and mashed potatoes. Ugghh.",1
246, well I don`t have vacations so let`s NOT go there,0
247,_au I love it,1
248,wants  to come back online so that he can talk about all the gossip and horrible things which transpired today.,-1
249,talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not.2,-1
250,is making a cuppa coffeee,0
251,I gave up on tumblr because the API isn`t pointing to the private account,0
252,When are you going to notice yous? unhappy ,-1
253,Dont you hate when u take a bite of an apple and its nasty?im a very sad panda now,0
254,We just hit 10000 views on myspace! Thanks everyone!,-1
255,"has done the ChocoSlam with his brother. As usual, there were some failures.  I finally burnt my tongue. HAHAHAHA! Stupid me.",-1
256,"Totally prepped for interview at 10, too bad twitter is off line..  - http://mobypicture.com/?onewzs",0
257, I say TUNA happy,1
258,I just told them to bugger off and hung up! They waned access to my pc. If they phoned someone like my Gran ,-1
259, my interview if picked is NY too. But you probably forgot about me after blogtalk radio.,1
260,Why Calcutta's are learning... Chinese.  ,0
261,"To Mums in OZ -, Happy Mothers Day 2day, to Mums in US - Happy M-Day 2morro, & to Mums w/ Altzheimers, guess what!? TODAY`S MOTHERS DAY!",1
262, 'Shaking My **** Head' or 'So Much **** Homework' according to Urban dictionary,1
263," btwn the two i prefer '300seconds' (for me, datapoint evokes danapoint or data from star trek TNG) just my $0.02",1
264, and within a short time of the last clue all of them,1
265,Some diplomats worry over choice of as chief minister. ,0
266,are dying of thirst  and it's all because of us unhappy   ,-1
267,My area's not on the list unhappy  think I'll go LibDems anyway,-1
268,Lulu`s put on scottish accent on britains got more talent makes me sad to be scottish  just coz falconers there dont play up your accent!,1
269,"is getting a cold    *cough, oink, cough*",0
270,I`m going to stop tweeting and do my LSAT studying now.,1
271, tell his people to contact my people,0
272,I`m finished 3rd year. Moving onto 4th year on Monday. It`s soooo scary. This time next year I will be finished my standard grade exams,1
273, Don`t count on it,0
274, ewww is that who you`re contracted through?,-1
275," Hello Paul, nice to hear someone is listening  Some interesting thoughts from #Kaashoek #Unisys. Patel from Doculabs next !",0
276,=Thumbnail UHC= This is my best render ever :Dand Favs are appreciated brosOpinios ?,1
277,There was more history around the than in it,0
278, Hi Jordan i`m gonna all of u...I know ur busy and i know ur probably tired. but please reschedule NC. don`t leave us out.,0
279,"  yes indeed, makes it a **** to try and design universally",0
280, I`m starting to get really dizzy. Do a tour in the Philippines?  So we`d feel the bliss of knowing our efforts were worth it!,1
281,"omg, the concert was awesome, madrigals gave me chills on almost every piece...brooks also called up alumni, but i didnt get to go",0
282,ill and bored on bank holiday.. Nothings open.. Bad times.. Film it is,0
283,i woke up just now missing alabama terribly  my dad says we will be moving there. soon. thank god,1
284,"re-reading 6th Harry Potter, did dishes, mended a cushion on the patio sofa, & fixed one of the outdoor barstools. An accomplished Sunday",0
285,Home from work,-1
286,"Just wanted to give a quick welcome and thanks to all of you whom I now follow or have following me, looking frward to tweeting w/ you",0
287,Hi! We tried to call your number but got no response unhappy  Please share another suitable time and an alternate number.. cont1,-1
288,new Delerium`s music video (http://tr.im/kpu3). mixed by Tiesto. i guess Bill Leeb finally forgot his music`s roots,0
289, i tried. and failed,1
290,"to be really really... not bored but bad, i won`t know the news  but thats ok. BRB x",0
291,yay my research paper is finally 4 and a half pages<3 not going on bus was not bad after all,1
292,Hmm... It`s my birthday tomorrow... Fun!,-1
293, I have to work  but I`ll just watch it later.. even though it`s not the same.,1
294, full year projected at 7.1%. ,0
295,It is mothers day somewhere  http://tinysong.com/koV,0
296,"ooh lovely, a ridiculous amount of revision left to do",1
297,"Good morning. haha I just read that the swine flu probably not come`s from pigs at all, but from people! Poor pigs who got all the blame!",-1
298, ha i dunno! i usually check it during the day and i`ve only been caught bcz i replied to your tweet,1
299,Governor asks Shurhozelie Liezitsu to form government; swearing-in on Feb22.,0
300,"can`t find Skins on the stacks,   90210/The Hills? wdyt?",1
301,the sun is shining and i`m off for a driving lesson,-1
302,By noon,0
303,All that voters in these villages want is a permanent With India. ,0
304," i have to go soon, please can you do a contest!!!",0
305,Thanks again for notifying us! We have updated our add-on plans accordingly happy,1
306, I was searching for interesting people on twitter then i found yours and the link of your blog was posted on your profile.,0
307, awekay kewl. thanx.,-1
308,walking home listening to music and singing to myself. :d Six feet under the stars,1
309, I`m lookin @ the news and its not gonna b warm enough for the beach,1
310,Its humid today. Last night there was lightning. And now its humid,0
311, still no michigan shows    where`s the love??,1
312,Goenka's surprise:Smith to lead Pune ,0
313," aww if I could, I would...  GBY ;)",0
314, You should see our floors before you make that offer.  Let me know if you don`t receive a call soon.,1
315,gotta do my ewrt outline then tennis then work.. i need more time,-1
316," Going to start very small, like $0.10 or $0.50  Then slowly to higher stakes",1
317, **** only u! Slept off missed my ride and so chillin in d telly on a friday night.,0
318,Gotta sleeep am so tired  good night tweeps!,-1
319," Not so much a substitute as a variation. Ate too much, too. Oof",-1
320,crying  muh feels,-1
321, awww mannnn  shoot I wish I could make it to your flight! I`ll take vegas..trust!,-1
322,held a sea urchin b starfish n screamed,-1
323, lol.. who know the president could be a comedian?,1
324, OH! Jonas Brother`s 3D movie comes out next week in Kangaroo Land  I missed it when it was here.,1
325,ucler!!! I got 2 big ones in my mouth,1
326, haha that`s awesome!!! Would be cool in a horror movie death scene  Maybe not cool....but amusingly ironic,0
327,the dutchess - such a sad film but still a fave...,0
328,Really sick,1
329,"Musically, these headphones are awesome. For staying in my ear... not so good.",-1
330,There`s a huge bulldyke eyein me,0
331,officially my birthday  so i guess after 21 the novelty of a birthday wears off..?,0
332,"so not in the mood to go to work, but i guess it`s gotta be done",0
333,There we go... apparently I wasn`t properly setting the DateTime from a Twitter response before.  Need a test for that!,0
334, --that came to my mind. So I said it. And it has now been adapted into my family`s vocabulary,0
335,I love them with all my hort unhappy  ,-1
336, our lovely lunch menu is sure to please! smile,1
337,Stats for the day have arrived. 1 new follower and NO unfollowers happy  via,1
338," Good morning   Been here since 4am, just quiet.  How are you?",0
339,Cubs: Wow! Big out to close the top of the 3rd. Bang-bang play to 1st. & it`s starting to rain.,1
340, You should get tickets Scotland told! They aren`t selling tickets for ANY of your scottish dates yet!,0
341, Welcome back,0
342, i love dixie kitchen`s peach wings and fried green tomatoes  i hope the one by river oaks stay open.,1
343, Let me guess.... Antiques & Collectibles?  Anywhere else you`d like to be?,1
344,"So, I am working on the news as well while I am doing all of this & Rob is all over the place!  No wonder that boy never gets left alone!",-1
345, I have spammed/trolled howardforums.com as well. I have to keep bumping my thread,1
346, over 20 million voters.,0
347,Koalas are dying of thirst  and it's all because of us unhappy  .5,-1
348,"wishing, i was at the michou show right now.. god. life isnt fair",1
349, sorry to hear about the wait list,0
350,how come i didn't get a reminder email this month unhappy ,-1
351,on my way home from school  lol in my car and so tired!,0
352,_x it`s only on in glasgow,1
353, Yeah ...  I don`t know why that happened on this video...,0
354,my sleeping child does not want to wake up.....she will be up all night now,0
355, dammit i wanted to ask you about someone who i might be shooting but cant remember her name now,1
356,Going to bed! Happy mother`s day for every mom here!,1
357, I`m feeling a little sleepy now. Been reading Gunter Grass... wonderful but tiny print. Eyes done in,0
358,happy mother`s day,1
359,I  have always been a sucker for the sound of an acoustic guitar!,0
360, that doesnt sound like a good situation,1
361,_Wright THANK YOU! 'Return of the Mack' is THE jam!,1
362,at wk wishin I was at Annies grad ceremony but coodnt becuz of sumthin I dnt care to mention... sooo sad,0
363,he was the reason i lived and now hes the reason im begging to die,-1
364,Happy Mothers day  with my boy of the doom! (my dog xD),1
365,"Ha, sure  hey, text me normal. 512 718 4879",-1
366,You know what really upsets me? When a stranger on the internet isn't satisfied with the entertainment I provide him for,-1
367, :O:O:O:O:O:O:O You Like Sweeney Todd TOO!?!?!   (Y) Best Movie (Y),0
368, I went for the sweetheart.. Well see how things turn out..,-1
369, totally digging the napa valley idea! I can deal with wine and a limo ride,0
370, 5% on Rs 25000-50000,0
371, ahaha yay! im staying there until 2 only  going with anyone?,0
372,Good morning Monday...  I feel as though you came to visit too early... But I am happy to see you none the less.,0
373,happy mothers day,1
374,Remmber time crisis ? Try it on the #iPhone,0
375, #3aaah mosh 3aref a facebook any more,1
376, hits at advertisement. ,0
377,Sending blessings out to ,1
378,morning class  .. always late or bunk ... how can someone wake-up at 8! ...,1
379,We are so sad the beautiful Marisa dresses are leaving today (tear),1
380,I`m so pleased with myself. I actually managed to run the whole 4km mothers day classic without stopping,-1
381,First post on Twitter!  please visit us @ http://www.myfasturl.com,0
382, this is the worst,1
383, Will we be seeing McFly in the Philippines soon?,1
384,I always feel like I`m betraying her trust in me when I drop the pup off at the groomer.,0
385,Sad! Casue everyone is going their seperate ways! Never going to see my friends again!,-1
386,We have a few breweries in the UK too.... smile,1
387, cheers we will defo give you a call,1
388, will add that. It should be hard really to keep track of 500 avatars.,-1
389,keeps key unchanged-- repo at 6.25%,0
390,is enjoying family time. Hoping to be able to make a graceful exit and enjoy some friend time soon,0
391,happy mom`s day  http://plurk.com/p/stsir,0
392, home truths,0
393, It`s already over? ****!,0
394,When can you notice me.  unhappy  what?  ,-1
395, Thanks though - am trying to be positive!!  Wine may not be helping lol!!  Wish I could make the gigs.....,0
396, Adityanath's rise,0
397,happy mother`s day,-1
398,"Hi all, just recovering from a party, looking forward to an exciting bank holiday around the diy shops...life cant get much better.surely",0
399,Supreme Court grants bail to scam accused estranged wife of former Union minister Matang Sinh.,0
400, Are they both still talking to you then?,0
401, me because I might not have enough money for college!!!,0
402,http://twitpic.com/670pn - she is so cute really i really want to meet her  wish one day,-1
403,Powerpoint'te mi hazirladiniz post'u unhappy ,-1
404, just be careful you don`t dunk too long,0
405,off to teach a bunch of fifth graders for the morning.  Oh joy ...,0
406,Nooo your hair color is pretty ,-1
407,i wanna go home,0
408,Attempting to sleep. My puppy is sick already,-1
409,Subir Bhaumik on why in should worry Calcutta,0
410,"Just had a great study time followed by a delicious Japanese meal with Arty! Now, trying to get back into the study mood",-1
411,I'm a Japanese Directioner :D,1
412,Going to settle down and watch Sisterhood Of The Traveling Pants 2. Just had a two Mars Bars  but YUM!,-1
413, tsk baddie. imissmonkeh today,0
414, you look sooooo pretty love. dang I wish I was in NY so I could c u do ur thang,1
415,My Rishloves make me smile:  ...,0
416,What Meghalaya got when it bred local pig with variety. ,0
417,"Looking at my quince pics, ahh good memories.... To be young again....  Lol #fb",-1
418,  dude they renamed it to something no one will remember & find even harder 2 joke about. Its a myth  to keep u scared,0
419, no.  not this year.,-1
420, can list them if you want happy,1
421,Then and now happy,1
422, make it 60-40 and we can talk  i do smell #hugecoffeesuccess though,0
423, check out review for the movie Fighting - http://bit.ly/Fle9j Hilarious!! leave this guy a comment!,1
424, but court orders further probe into corruption charge. ,0
425, thank you,0
426," you should come to Estonia, I know some epic horses here, hehe, and a good trainer and good beaches were to ride!",0
427,I feel so deflated. No more doggy.,0
428,  Have a Happy Mothers Day! I thought u had blocked me cause i couldn`t get anything thru the other day,1
429, electile dysfunction,0
430, Ngomel crying ,-1
431,camping this weekend. boo   i dont get any signal out there...its torture,1
432,Listening to Busted - 3AM. I miss them,-1
433,Otw my to church..,1
434,goes to church  hallelujah!,0
435, Oh no!  I`m so sorry!    I hope you`re back on the bike soon.,0
436,"  My goal is to live this month 1minute, 1 hour, 1 day at a time & to do NOW what I may have otherwise put off.   So true!",1
437,5 things this Twitterer could do without  http://MikeFrizzi.com/blog/?p=192 SRC  / I like this guy.,1
438," Bill can take me to Fangtasia and hit this shot anytime! 'Roads, where we`re going we don`t need roads.' LOVE that part!",-1
439,Sitting on my sunny balcony and learning for the Dutch exam,1
440,happy  Me too I hope,1
441,"Devastated,set alarm for 9.30,forgot to turn 7.30 alarm off got up at 7.30 and showered thinking it was 9.30,I am a full fool",-1
442,I feel sorry for my bestie  good luck ali!,-1
443,i have bronchitis i love that happy,1
444,Omg. That`s all I can say,0
445,we left it all unspoken,-1
446,hey guys! nm just here half bored,-1
447, I didn`t include that in my getaway music.  I fail.,1
448,TypingCure,1
449, can`t wait to see.  i hear you are a pretty HOT Aro.,1
450,dope!! that's a cool word. finally down with the hip young millenial memers smile,1
451,i find it so difficult to says no to him unhappy  ,-1
452,EFF THAT NOISE!,0
453,Why is looking for girls names easier than looking for boys,-1
454, haha i hear that  i`ll be done at 7pm though Dx so you`ll be out far before i am not to mention i gotta pack my stuff up ****,1
455,"But now talking about today, Oh my GODNESS! Problems, problems, problems. about love, money, math, parents........tha`t enough, isn`****?",-1
456,@_supernatural_ http://twitpic.com/66l83 - I really miss her.,0
457,Don't say that unhappy ,-1
458," 'Graverobber, graverobber, sometimes I wonder why I even bother..' Have fun tonight!",1
459, you`re welcome,1
460,A Chub bun because its Easter! Happy Easter!  His name is Almond! :D.1,1
461,Spending way too long looking for a new desktop background,0
462, Karnataka,0
463, Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy,0
464,"_luna everything , I donï¿½t know how explain  simply itï¿½s patetic",1
465,I wish i could attend it too unhappy ,-1
466,Bitter sweet moment... Want to leave but have nothing to go home to...,0
467,My new video for happy  I hope you like ithappy,1
468," yep,  looking forward to it!",1
469, I own maybe 15 pairs of shoes. If that many. I have super huge feet.,0
470,Goodmorning world,1
