,Message,Target
46, going to see what's about and speak to people that live near to me and see what they use happy,1
47, didn't arrive unhappy  here's hoping tomorrow it does,0
48,i'm grateful to my mom for giving birth to me and not abort me crying with joy,1
49, mine isn't in my inbox unhappy ,0
50,I could write paragraphs about it xDShame its theoretically impossible in real life unhappy ,0
51,And you were there happy,1
52, ok? :D,1
53,and he's still taking over a quarter of the billboard charts while x is,0
54,20% off all Knight  Day Jewellery ends this Sunday-Why not pick up something nice for,1
55,Hellooo.. happy  Kyle Davies (RebelByACause),1
56,My husband has a family history with the mafia too but he doesn't know the stories sad ,0
57,We'd love to,0
58,Mmmm... the blood of my enemies... happy,1
59,is the RockSoc still going? I was there at the beginning smile,1
60,and yet if parents invest in child's emotional education by taking child out of school on holiday early that's un ,0
61,SONE who cant stream at Genie!You CAN stream for TY at Genie! We are still sharing some Genie IDs. If you want it,1
62,I think I'm probably beyond repair by the sounds of tea etiquette happy,1
63,if josie,1
64,If you eat your steak well done please unfollow me happy,1
65, 2017 at 07:00AM!! kamusta? don't forget to eat your breakfast guys! happy,1
66,iiiiI WOULD LIKE A BOOOK !  fuck off unhappy  ,0
67,man its been about 2hrs since their vlive...its nearly over for sydney ppl... unhappy  goes so quick so appreciate every second!!,0
68,stay cool ,1
69,Pls RT[NCT FIC] Love Song,1
70,are dying of thirst  and it's all because of us unhappy   ,0
71,I'll be as strong as I can but it's hard unhappy  xxx,0
72,I know  vearey moving. and TWISTY! And you aaree are,1
73,Have you ever been to AUSTRALIA! :D Love your vids. Lovo on youtube :D,1
74,I don't want to tell fellow Comm students because i don't want them to think I'm some kind of suck-up... unhappy ,0
75,Aseek ,0
76,Hellooo.. happy  Lil strait (Daddyy_rat),1
77,hi cham,1
78,ready for 420 happy,1
79,i want to cry unhappy ,0
80, watchman comes and threatens me,0
81,I'm sorry unhappy ,0
82,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca.16,0
83,Veronice and Jughead! happy.1,1
84,Sooooo feels like a Friday today unhappy ,0
85,+I have no choice but to cancel it. unhappy ,0
86,my honey unhappy  .1,0
87,So many cool games and updates release today. happy,1
88,TICKETS AVAILABLE NOW for The 401 Festival of Running 2017,1
89,They pinched him on a free? His quality on FM smile,1
90,Gentle reminder on our TP guidelines happy  please read and spread. Thank you. happy KISSES TheFashionIcon,1
91,I face swapped a cat with a dog and it's really upsetting unhappy  .3,0
92,Yeah ,0
93,I feel like the 'only environments disable people' argument actually excludes many disabled people ,0
94,We bought a 523 litre fridge. I am applying for cold storage license in Bhayander West :D,1
95,A huge thank you to all the within the Social Work  Care Sectors! Keep up the great work happy,1
96,i hope this little beaand is andot overworkiandg himself and gettiandg at least some rest unhappy  ,0
97,Why is it so difficult for me to get at least a chance unhappy ,0
98,for being top High Value Members this week happy,1
99,Aww hating that I got sponsored,1
100,What texts are you doing? happy   I've got the same issue!,1
101,Pretty much only the Twitters and it doesn't really work out for me sad ,0
102, have a great,1
103,this is jimin to yoongi unhappy  .4,0
104, although i'll be a little late sad  ,0
105, I sincerely hope not too many priceless antiques were destroyed. Reg ,0
106,Someone build house on (4) i cant do it unhappy  cant believe this hasn't already been done????,0
107,Annapurna studios production no.29 on floors tomorrow. In this heat we are going to turn on the heat happy  can't expre,1
108,.Thanks so much for the RT.1,1
109,Well thanks for stoping by unhappy ,0
110,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca.3,0
111, Keep,1
112,Molly  1. I wish I could have her hair unhappy  2. Cutest Michael girl  milly on the phone 3. HAIIIIIIR  and your lips 4. Friend5. Yes6. -,0
113,So sad unhappy  ,0
114,today hasn't been great unhappy  ,0
115,Jamie can you please reset the CGa grandfinal server... no administrator are responding unhappy ,0
116,Andy unhappy  ,0
117,ally unhappy  I can't make a poem about being cute ,0
118,When are you going to notice yous? unhappy ,0
119,Wish you were here smile,1
120,Hi please rt my pinned post happy,1
121,me everything and anything these days,1
122,I MISSED YOU A WHOLE LOT unhappy  ,0
123,First round exit in 15 minutes followed by 45 of tech crying unhappy  ,0
124,who's selling an army bomb ver 2??? meet up on sad ,0
125,penge damit unhappy ,0
126,Share the love: thanks for being top new followers this week happy  Want this?,1
127,Yesterday felt like friday unhappy ,0
128, flavorful dream ,0
129, baby unhappy  (bett,0
130,YO THANK YOU FOR OVER 15,1
131,Nearly done now! Thanks everyone for joining and hope to see you same time next Thursday happy,1
132,what the fuck don%27t unhappy ,0
133,Perfect,1
134,Thanks for being top engaged community members this week happy  Want this?,1
135,good morning messages never fail to make me smile happy,1
136,Friday after the conference some of us will go for dinner to favourite smile,1
137,miss biking unhappy ,0
138,How people write a joke on religion online.*Joke**Just joking guys,1
139,i miss you too unhappy ,0
140,I WAITED FOR YOU unhappy  ,0
141,thank you happy,1
142, I won't be on till later! unhappy ,0
143,Have you smiled today? Never forget to smile happy,1
144,mutual: let's talk more!me: for sure!mutual:  happy  me:.5,1
145,I wish but I can't sad ,0
146,Remember- vocab knowledge is worth 75% of your grade! Will announce winner tomorrow morning at 10am! happy  15 to purchase! happy,1
147,This picture makes me sad unhappy  ,0
148,A Treaty could provide security/ tech for culture development happy,1
149,Thank you roshhh  i miss you and everyone too.  love youuu more .1,0
150,U4v9rr I wish I had noted the gentleman's name unhappy  but if you find out who he is,0
151,Half of the time it doesn't load,0
152,Russell my phone is just 10% is there a possibility or a chance that you would notice me? unhappy  ,0
153,From soup and sandwiches to slow cooked pork,1
154,Right I seriously need a decent Butterfly Tattoo design,1
155,heeeeey notice me unhappy ,0
156,I love you waaaaay more baby unhappy  you're the sweetest and most adorable little angel,0
157,need moodbooster juseyo unhappy  ,0
158,I miss talking to yoyoyou  who are yoyou younhappy  yoyou can always still talk to me ,0
159,Follow  to a Saga diary and a year's worth of Saga pens :)TCs,1
160,jungkook looks like he gives the biggest and warmest hugs unhappy  ,0
161,If school has taught us anything,1
162,thanks for the recent follow.4,1
163,happy  Me too I hope,1
164,National BitBucket Unfriending Day to save $2 smile,1
165,my boyfriend mad cute unhappy ,0
166,Haha mate its all good I love a debte I just wished the center ,0
167,Definitely my arms unhappy  ,0
168,thanks for the recent follow.3,1
169,Thanks for being top engaged community members this week happy  Want this.1,1
170,i hope this little beaand is andot overworkiandg himself and gettiandg at least some rest unhappy  .2,0
171, you can get a professional one here,1
172,Give away Random RT! for a chance to win a 10USD iTunes or GP gift card! Winner will be selected in a few minutes happy,1
173,aw BCC is having a PRIDE prom and i kind of want to go happy,1
174,I lost two streaks and it's from my two favorite people silence  unhappy  good night,0
175,Thanks for the recent follow Happy to connect happy  have a great Thursday. Want this?,1
176,Hey screenshot sainyo  . Hmm tumagal sana us . Stay what uu are . Im always here fr uu no matter what  . Luv uu so mats ,0
177,can't wait to see you in that film Karl! I wished you would be here were I'm bu,0
178, wifi,1
179,Koalas are dying of thirst  and it's all because of us unhappy  .12,0
180,This is so me though ,0
181,Who wants some good vibes? Watch this on YouTube or TV100 application now for FREE happy,1
182,for the recent follow. Much appreciated happy  Want this?,1
183,Another day! Good morning!! It's April 20,1
184,Thanks for sharing happy,1
185,IF THE BELOW TWEET HITS 1000 IS GETTING RIAN HOLDING THE STICKER TOO!!! Click the below tweet  SM,1
186,If you really want to dye it don't go lighter ,0
187,I miss it already unhappy ,0
188,Hellooo happy  Xbox adHatter (XboxMadHatter).1,1
189,poor baby unhappy  I hate people .1,0
190,that I said ,1
191,Thanks for the recent follow Happy to connect happy  have a great Thursday..13,1
192,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca.12,0
193,You're welcome Thomas happy  Kim,1
194,Seokjinie went to Everland today~ I guess he forgot that he's an idol.1,1
195, 24-20 unhappy ,0
196,even me unhappy  *hugs*,0
197,Helloo :D chammy (shamirakay),1
198,SHOULD I STAY ? SHOULD I GO ? NOBODY KNOWS happy,1
199,Good evening happy.1,1
200,Yesterday's faci so cute! But he 30+ :(Today's faci is old eeyer,0
201, Zabardast,0
202, Look at this happy,1
203,congrats! :D,1
204, in fact. ,0
205,I'm surprised you don't use an Adblocker! happy,1
206,Visual Studio Installation - 89% .. BSOD comes suddenly unhappy ,0
207,where's justin i miss him unhappy ,0
208,tonight 7pm.1,1
209,this is jimin to yoongi unhappy  .3,0
210,same unhappy  ,0
211,Surround yourself with positivity happy,1
212, you need a direct coffee feed to Starbucks happy,1
213,thanks for the recent follow. Much appreciated happy,1
214,Hey thanks for being top High Value Members of last week,1
215,Koalas are dying of thirst  and it's all because of us unhappy  ,0
216,Hellooo happy  CJAY (CJAY_100),1
217,Puta I know sorry isn't enough pero sorry padin unhappy ,0
218, this is the main reason I drink Total selflessness :D,1
219,I'm happy   happy,1
220, but I liked seeing her posts and love her wri ,0
221, and I suspect you will be one of the few who would get it happy,1
222,New twitter acc. happy,1
223,Soon I'll make arts happy,1
224,Jonny you and your poor legs make me so sad unhappy  hope you're okay,0
225,this is jimin to yoongi unhappy  .7,0
226,Thank you so much Willow! You helped me ring in the birthday with that amazing stream last night :D,1
227,Ailes sure knew how to make a great network!  Fox is going downhill wi ,0
228,Who is the Prime Minster of Pakistan ? Nawaz Sharif Hahahahah happy  SorryUncle,1
229,No worries happy,1
230,Sydney tomorrow,1
231, will be a blessing tomorrow happy  Keep your faith stirred up each day!,1
232,YG should have sent them to MCD. I want to see them holding the trophy unhappy  anyways .8,0
233, I just hope everything goes right from now on unhappy ,0
234,and he gave me his pass so like i think a while is never unhappy ,0
235,Everything is a choice happy,1
236,are dying of thirst  and it's all because of us unhappy   .1,0
237,mutual: let's talk more!me: for sure!mutual:  happy  me:.4,1
238,How are you doing today? happy,1
239,okay happy,1
240,OPENING UP TO YOU LOT!RT LIKES WOULD BE LAAAAAVERLY :D .xxENJOY,1
241,YG should have sent them to MCD. I want to see them holding the trophy unhappy  anyways .6,0
242,hawhaw crying  ,0
243,This is so damn touching. unhappy  ,0
244,Great songs happy  Who are your favourtie member? x,1
245,we don%27t talk anymore like we used to do unhappy .1,0
246,Got a msg! Oops not you unhappy ,0
247,loool i'm mad avoid me today :D,1
248,i miss my boys unhappy  i have started working with my own local boys but they are very nervous college friends,0
249,Thanks for the recent follow Happy to connect happy  have a great Thursday.  Want this ?.3,1
250,One of my faves too unhappy  I'm tying to get it up on Vimeo so you guys can still watch it x,0
251,That would be a great trick happy.4,1
252, Give a little for her happy,1
253,Hehe take care Andy friend happy,1
254,Ps4 mate,0
255,When your online crush comes to the meet-up without their Snapchat filter unhappy  .2,0
256,Guys please help me retweet unhappy  .1,0
257,especially for people who have low patience level happy,1
258, you'll be see.1,1
259,Definitely my arms unhappy  .15,0
260,And this credit also goes to Ik happy,1
261, I'm a joke unhappy ,0
262, have a great Thursday! Looking forward to reading your tweets happy  (Want this? It's FREE!,1
263,Not surprised that I have the least amount of followers out of the whole cast sad  LOL,0
264,Just let is know when you'd like one happy,1
265,Rl? Serius? ,0
266,my puppies deserves all better unhappy  .1,0
267, positive and loving always happy,1
268,What a beauty he scored the other night!! Hope we get him too happy,1
269,Prettier 1.0 is not the end. I just released 1.2.0 that fixes another batch of edge cases happy,1
270,Koalas are dying of thirst  and it's all because of us unhappy  .5,0
271,I feel so awful today unhappy  I don't want to go to my internship,0
272, DM us happy  S.3,1
273, I'd say :D,1
274, we seem to have sold our government some time ago. unhappy ,0
275, I know. happy,1
276,it's getting harder and harder to stay unhappy ,0
277,instant message perfectly fine :D how about you fellow ken,1
278,back to coconut hair unhappy ,0
279,there're time shinhwa do/did something,1
280,Play your part in raising funds for :,1
281,Don't say that unhappy ,0
282,You too my friend. smile,1
283,Note to self: Dont get to attached crying ,0
284,Happy Thursday loves!! happy,1
285,Ohh yeah and we had sausage with our pancakes happy  x,1
286,I'm job searching and got none so:(ButHedonism i got in abundance,0
287,Happy 10th Wedding Anniversary Aishwarya Rai-Abhishek Bachchan happy,1
288,SONE who cant stream at Genie!You CAN stream for TY at Genie! We are still sharing some Genie IDs. If you want it.1,1
289,I love it when Ben sleeps in because I get to watch all the programmes I want on Netflix without interruption !!!! happy,1
290,Shihaaaa help me on my bishie hunttt equals  ^ equals ),1
291,Dispo 3LANs happy,1
292,i want to kiss his nose and tell him i love him sad ,0
293,slight buzy kasi besh unhappy  ,0
294,1st day of JA Entertainment's Marathi Film Savita Damodar Paranjpe Have been a big fan of this story. Finally get,1
295,and the hype is real happy,1
296,instant message cramping sad ,0
297,Naeem Bokhari says... Mian has gone !! are so cute NB happy  But NS is ugly evil..1,1
298,Think it would drive me mad once the synths and other robots turned up. unhappy ,0
299,Ah,1
300,I miss Jamie boy and we're both sick unhappy ,0
301,good morning i had a nightmare and i'm still wondering why maddie hates me. this is only the beginning of the day unhappy ,0
302,i miss them already unhappy  ,0
303,You deserve a vacation happy,1
304,the email I was hoping I'd get today,0
305,We've 80 so far in our collection of 150+! happy  New gin menu coming soon as well!,1
306, we've invited 24 people to propose visions of the future. Jom happy,1
307,But I think you'll do better than me happy,1
308,Someone asked me Hows life? I just smiled and replied,1
309, I hope it doesn't last too long and you at least get to enjoy the weekend. And happy birthday again happy,1
310,When will you say hi sunshine ? unhappy  ,0
311,I just hope I start getting the 1GB data per day from tonight!! unhappy ,0
312,no pressure happy,1
313,clay and hannah   - they were so in love they deserved to be endgame unhappy  ,0
314,Good evening happy,1
315,Definitely my arms unhappy  .12,0
316,Faltan Russel  why Noodle unhappy ,0
317,i'll try sad and yes i am unhappy ,0
318,Apka Apna Awam Ka Channel Frankline Tv Aam Admi Production Please Visit Or Likes  Share :)Fb Page :...,1
319,The tutorial of Michel Grundstein Distinguishing Information from Knowledge..  will start at 15pm. Be here happy,1
320,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,0
321, or SHIT for short :)*Thanks to my friend maddy over at,1
322,new video out today happy,1
323, but it wasn't lit at all unhappy ,0
324, Updated the text for my video intro by drawing it with the line tool in Paint Tool Sai. happy,1
325,a friend who would like a BRAND NEW Strapback hats only 14.99 at,1
326,Hi Mahima! We share your concern unhappy  Please DM us your contact details so that we can get in touch for a detailed.. cont1,0
327, DM us happy  S.1,1
328, it's been so much fun and I absolutely love the kids!! Don't want it to be over so soon unhappy ,0
329,Thanks for the recent follow Happy to connect happy  have a great Thursday..27,1
330,you know what i really love about you lot?not only do you support me in the comments,1
331,Thanks for the follow happy  If we can help your business in anyway please get in touch,1
332,Congratulations,1
333,talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not.1,0
334,When you're late to work because you had to break the news to the lovely lady who cleans the house... crying together unhappy ,0
335,My moms leaving today to go out of town and I already miss her unhappy ,0
336,Her back unhappy  .1,0
337,That would be a great trick happy.7,1
338, he can't leave us unhappy ,0
339,we will be never ready actually happy  idhuellam dialogue ku dhan othu varum..,1
340,Oh mince unhappy ,0
341,fuck get me followers unhappy  my ratio is amazing,0
342,Hello everyone.2,1
343,Not tired and there's nothing to do great combo unhappy ,0
344, will check it happy,1
345,mutual: let's talk more!me: for sure!mutual:  happy  me:.1,1
346, Anne! happy,1
347,Go back to school for music! I think I will in time happy.1,1
348,Unnamed: 938,0
349,SAP did you also use,1
350, but here's how you can be a part of this happy,1
351,I honestly think that their just trying to get rid of me and make a mockery out of me in my Town because i just wont admit it. unhappy ,0
352,It's a very cute picture though :D,1
353,Gotta keep trying before i have to quit to work unhappy  pick me please! give ,0
354,I woke up at 4:17,0
355,That would be a great trick happy.5,1
356,My other accounts:them both or get rekt! :D,1
357,i swear sometimes it's cool to break some mutuals happy,1
358,don%27t be surprised if you see me cry today,0
359,Guess who's not getting a unicorn frappuccino because they're sold out unhappy .1,0
360,Client work for rt and favorite happy,1
361,I caught a cold. unhappy  It seems I've got tired than I expected....,0
362,talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not.5,0
363, have a great Thursday! Looking forward to reading your tweets happy  Want this ?,1
364,Can someone buy me a tasbih pls? I don't have one unhappy ,0
365,Hi Ashish! We tried to call your number but got no response unhappy  Please share another suitable time and an alternate.. cont1,0
366,Keep tweeting team. Higher! Thank you for the efforts. :)KISSES TheFashionIcon,1
367,I was thinking about how I don't want to go to school and I'm suddenkyfeeling good happy,1
368,kind of jealous with you all laughs but it's ny fault for not working hard happy,1
369,I say keep with it. happy,1
370,YG should have sent them to MCD. I want to see them holding the trophy unhappy  anyways ,0
371,Going to CA in July,0
372,yes you had smile,1
373, can't wait for those revealing qa's. happy,1
374,Thank you mama bear! Ang ganda mo happy,1
375,Amazing stuff!!! Thansk for this happy  Birth Control - Gamma Ray (1972),1
376,I need lessons to learn how to start conversations with people and keep chatting with them unhappy ,0
377,so upsetting the abuse these kids get unhappy   3 ,0
378,Puzzle Pieces [64]rt and like for the next please :){20 rts,1
379,Yes.1,1
380,Don't ask. Two special issues lined up. unhappy ,0
381, no offence :)** Don't want to hurt anyone. All i,1
382,Do It Like It's Legal sweaters  ..More designs available at,1
383, I'm so sorry to see your tweet unhappy  Please could you DM your address details? I will look i ,0
384,my friend is such an egg,1
385,Found use for the sewable LED holder happy,1
386,mutual: let's talk more!me: for sure!mutual:  happy  me:,1
387,better be oldschool crying with joy  RS3 equals  aids 3,1
388,GOD NOT THE KOALAS ,0
389, rocks. next question - where is my astro unhappy  ? ,0
390,Pierces like a bitch unhappy ,0
391,Thanks for being top engaged community members this week happy  (Want this? It's FREE!,1
392,I'll keep you awake happy,1
393,fuckin' headache everyday unhappy ,0
394,  the perfect dress,1
395,rt for 50 ffs-rt pinned tweet!!-be patient -legiiiiiiit-no saved accounts happy,1
396, 2017 at 08:45AM),0
397, [PLEASE RT] he'll buy me a blinking taehyung headband.1,0
398,DONT LAUGH unhappy  MEANIE BASE ,0
399,I only just absorbed that I'm not going to get to laugh when he gets 2000 votes. unhappy  .1,0
400,Helloo :D Best damn avocado (Batsyy_),1
401,Mine isn't.  They back Jeremy 100% I'm pleased to say happy,1
402, I guess it's a good thing then to bring it right to the foreground and put it right in their face,1
403,made dinner for two tonight happy,1
404, isn't it? smile  Britain co,1
405,Thanks for the recent follow Happy to connect happy  have a great Thursday..8,1
406,Congrats for 3M followers on Instagram! happy,1
407,i love mason and miss mason unhappy ,0
408,donny unhappy  ,0
409,Sup guys? :D,1
410,these nosebleeds are getting outta hands unhappy ,0
411,I thought you'll save me crying ,0
412,Aha it's okay  she's going to be on Rough Night happy,1
413,how come i didn't get a reminder email this month unhappy ,0
414,Aww I was trying to cheer you up unhappy ,0
415,those nights you're sad in real life and cant sleep unhappy ,0
416, unfortunately,0
417,I face swapped a cat with a dog and it's really upsetting unhappy  ,0
418,I hate losing online friends unhappy  it's cruel when people deactivate unhappy  ,0
419,just now I saw. But you did not reply unhappy ,0
420,a beautiful day happy,1
421,.a scan for your tumblr happy,1
422,talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not.3,0
423,I am sad to report that the robins egg my mom found in the yard after a storm has been taken off life support. Poor thing is too frozen unhappy ,0
424, Order what ever you want to eat through our website.May you all have a great day happy,1
425,WUT I TOTALLY MISSED YOUR BDAY unhappy  Happy belated Birthday sweetheart,0
426,Follow him happy,1
427,i miss jihoon sad .1,0
428, never mind Khushi,0
429,Surround yourself with positivity happy.1,1
430,Jyoust a reminder... thank you for this happy,1
431,.Is the winner of the donation giveaway,1
432,online shopping timmeee. anyone got good site suggestions? happy,1
433,thank you for sharing happy,1
434,No breaks and a first practice exam happy,1
435,CAN SOMEONE PLS GIFT ME XAYAH USING PI PLSSSS? unhappy ,0
436,Thats sooooooooooooo sick!!!! xD Thanks so much for making it Kin!! I love it! :D,1
437,yes... kind of funny and creepy at the same time  happy,1
438,Hi instant message your friend  friend lang,0
439,Home run !!!! And yes Charlie is at the game happy,1
440,WTF Canada 2017 and you are still in the 1700s. I Will Never support,0
441, Join  vote for the singer! Do spread the word. :D,1
442,HAPPY BIRTHDAY KATRIKA  I miss you though unhappy  miss having you in our group and all haih  anyway,0
443,thanks for the recent follow. Much appreciated happy  - I sent this with,1
444,Ah Baba no idea tori olorun. May I never be a victim of such case ,0
445,Hold off the frowns until you've used the new application - which is made by the same team! happy,1
446,2nd Cousin Vlad !!!!! maybe thats a message from the Hockey G,1
447,i am if you're still looking for one happy,1
448,Bells gone to daddies for to  days. Work  work work for me unhappy ,0
449, Who hacked me unhappy ,0
450,Thanks for being top engaged community members this week happy  (Want this ?,1
451,Its not organicthey'll shoehorn it inbut plot  character developmentMCU netflix has lesWhat support .1,0
452,That's the law of nature happy,1
453, much appreciated happy   Want this.1,1
454,Ohnoo unhappy  unhappy  hope it recuperates sooner!!,0
455,oh my god what the heck i'm so sorry! this was one of my favorites as well unhappy ,0
456,that's insane! good luck for that! I took it off yesterday afternoon. :D,1
457,I do it for 5/6 times a week leh sad  and yes closing is damn fuck opening so much better,0
458,Va astept la acest eveniment! :)Next events:,1
459,Client work for rt and favorite happy.1,1
460,Did you see this one? happy  Transitional Piece // Chiffon Dress,1
461,Be happy,1
462,Good luck happy,1
463, if i get 900 retweets and 900 likes. help me :(un.1,0
464,The video will definitely be a 30 minute episode if not longer.,1
465,SONE who cant stream at Genie!You CAN stream for TY at Genie! We are still sharing some Genie IDs. If you want it.3,1
466,Thanks for the recent follow Happy to connect happy  have a great Thursday..28,1
467,And this tweet made me cry!! crying .1,0
468,I liked a video ,0
469,77 ? Old Leyland,0
470,mom please stop making cookies,0
471,AVI for my man :)Phone made like always wink,1
472, much appreciated happy   Want this,1
473, looking forward to you visiting! You've picked a great day too,1
474,Myth is a good Team,1
475,Dear attendees,0
476,you got to rest,0
477,Miss my friends unhappy ,0
478, now I'm really out. happy,1
479,thanks for being top new followers - have a great week happy,1
480, if you follow and DM us we will be able to assist you. Chris happy,1
481,jimin doesnt follow me yet unhappy ,0
482,Left few months in HinHua ler unhappy  I need to gambateh wink  ,0
483,Oh,1
484,Are you also attractive to Liza Soberano? happy,1
485,to WIN draw for free download of for Celebrate with us. Developed by for,1
486,thanks for the follow,1
487,Why no available in the U.K.? unhappy ,0
488,same unhappy ,0
489,As in most used. Stats don't care about motivation happy,1
490,Omg he... kissed... him crying with joy,1
491,This is just super Can't wait happy,1
492,When will you notice me? unhappy ,0
493,Share the love you're top engaged community members this week! Much Appreciated happy.1,1
494,Make them feel that you are there to listen to their problems,1
495,Spose you don't have to pay for accomodation which is nice haha? Or are you going to stay somewhere anyway? happy,1
496,Scout photobombed my bluebells photo sad  ,0
497, rather,1
498,What a day! What better way to spend this sunny day than drinks by the shore happy,1
499,Hello I am getting cyber bullied by do something about it unhappy ,0
500,Thank you crew happy.1,1
501,Why? You don't like blonde hair? unhappy ,0
502,That sucks unhappy .1,0
503,Thanks for the recent follow Happy to connect happy  have a great Thursday..33,1
504,Thanks for the recent follow Happy to connect happy  have a great Thursday..30,1
505, 30 likes?} hehe,1
506, please do commend him. H ,0
507,Pozuelo (formerly of Swans) and Suso (Liverpool now AC),0
508,Does anybody out there need any motion design or animation help?  If so I am available happy,1
509,Here's me being brutally respectable in a suit... enjoy happy  contrast so you appreciate mo,1
510,Lunchtime with Flinthook! This game has so much personality :D,1
511,Thanks for the recent follow Happy to connect happy  have a great Thursday.  Want this ?,1
512, our reunion is in August unhappy ,0
513,talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not.8,0
514,Happy 420 everyone happy,1
515, co-founder of and I'll be moderating tonights tweetchat. happy,1
516,Our crazy EASTER! Our donkey is insane! Seriously crazy haha!,1
517,.agata baby unhappy  it broke in the mail. but i read your letter  can't thank you enough. you are the best ,0
518,So I may be one of those workers who are not properly compensated unhappy ,0
519, i was telling you to read a book today. knowledge is power. knowledge is growth. kee.1,1
520, SURE NO PROB. ILABYU TOO  ,0
521,my braces hurt unhappy ,0
522,unhappy  i saw somebody said his hair fell out and bighit trying to figure it out,0
523,pretty happy,1
524,yeah i am unhappy  thank you so much my angel ,0
525,Sixth spot not applicable Team! Higher pa! :)KISSES TheFashionIcon.1,1
526,Koalas are dying of thirst  and it's all because of us unhappy  .4,0
527,penge damit unhappy .1,0
528,I'm a building a LLVM backend so,0
529,Wth why did 4/20 have to happen during the Easter holidays it's one of the best days in Leeds unhappy ,0
530,yess crying with joy,1
531,Definitely my arms unhappy  .11,0
532,Playing with the photo editor happy,1
533,Hey everyone me and Harry have just had pancakes and maple syrup for breakfast . Great way to start the day happy  Miss you a,1
534,Hi! We tried to call your number but got no response unhappy  Please share another suitable time and an alternate number for.. cont1,0
535,clauditte,1
536,you're got to disappear half way too? unhappy  everybody want to being lazy eue,0
537,.NOTHING CHANGED BUT THE DATE .. APRIL 28 MAKE S,1
538,You better check this out,1
539,Thanks for the recent follow Happy to connect happy  have a great Thursday..31,1
540,Nothing could be better happy.2,1
541,this is jimin to yoongi unhappy  .2,0
542,And GST is the brain child of our Modiji happy  Perfect!,1
543,Thanks for the recent follow Happy to connect happy  have a great Thursday. Want this.7,1
544,i miss them unhappy ,0
545,please meeeee you have followed me for almost to  years now unhappy ,0
546, i'll give it a try happy,1
547,I'm so tired unhappy ,0
548,Same unhappy ,0
549,how about me bes jup unhappy ,0
550,ban ja hero :D,1
551,Nah  over-rated happy  x,1
552,I'm sorry but people have to  make a living happy,1
553,This was awesome--  has two fill-ins this week happy,1
554,thanks for the recent follow. Much appreciated happy  Get it,1
555,When i got doubts about my summer happiness. Why zcc? unhappy ,0
556, minute yoongi~watch 'til the end for a free cookie happy,1
557,kind of like my layout happy,1
558,Damn it isn't available here unhappy  ,0
559,Fri or Thu? I'm going to the Friday showing :D,1
560,This is by far my worst day of 2017 since January 8th unhappy  crying  crying .,0
561,Helloo :D Braids! (keyrazygirl15),1
562,Well that's not good unhappy ,0
563,THANK YOU happy,1
564,- Thank you tons,0
