,Message,Target
121,"Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day",0
122,went to the beach and it started raining,0
123, airport? and you didnt show up tonight ****!,1
124,I want another tatt,0
125,"So, I need to make a lot of money tomorrow",1
126,  being in your room makes me sad.,0
127, oh ****! I completely forgot about Thirsty Thursday! oh. my. gaga. this sucks,0
128," sorry bout the cat,",0
129, the DS version sucks,1
130,what a bad day,1
131,Smh @ hiphop nursery rhymes,1
132, noooooooooooo i just look at a lot of pictures   lol lol,0
133, Not really sleepy ...bored is the right word ... again not much work,0
134,It has come to my attention from a 16yo friend that I`ve recently gained a TON of weight. He didn`t know it was me.,1
135,went to the cd store to search for the cd. But,1
136, i feel the same way every day,0
137,So have a headache right now and it sucks,1
138,"comfort food of the day: pan mee. though, it didnt taste any good..",0
139,has work tom.,0
140,****`m transtelecom,1
141,_ that sucks!,0
142,missing ...6 days can`t pass quick enough,0
143, Hey! That`s my school! I hate that place.,0
144," that sucks  well state starts tomorrow so im headin 2 bed, nitey nite",0
145,"Looks like it`s going to be too nice to work today, how annoying as I have no choice",0
146, did you guys keep a set list? I forgot to ask for one  ****,0
147,"the time you go to bed,  i have to get up to go to work",1
148," sniff sniff  take care ravels! Hopefully we`ll be chatting again soon. In the mean time, I`ll HELLA miss you.",1
149,Somebody please save the polar bears!,1
150,I don`t want her to leave..,0
151,"good lord, just seen the agency work for our upcoming Open Day. Money for Jam",1
152," lmao...thats sad, kinda discourages me 4rom goin if the **** wack",0
153,Got home from work @ 9:45 and JUST finished cleaning. Now I need to eat dinner and don`t know what I want!!  Ugh...oh well. Might not eat.,1
154, I wish I was there,0
155,"I miss my little Batty, she was only 3 months old when she got sick, she was always so fun and full of life <3 Even at the very end...",0
156,morning again! I hate mornings. So offensive!,0
157, still!! give your computer a break omg,1
158,_yo LOL wow dawg doesn`t sound like you`re playing!  I feel bad now haha,0
159,Leno`s last show was tonight.  I like him better than Conan.,1
160,Already misses ,0
161, there`s relisting fees when you don`t complete a sale?  that sucks!,1
162,Gutted that the bathroom still isn`t free- early work isn`t going to happen  . And I need the loo!,0
163, stop talkin about food haha fill like sum nw  hha hows your day goin or starting,1
164,"First my work computer, now my home laptop is ****.",0
165,#beer #friday #melbourne #cbd #mtub #mini #cmon Thirsty and lonely ... you buggers are making me feel like a scotty no mates,0
166, I know. We came back from 22 down in the 1st just to lose the lead in the last 6 minutes.,1
167,gosh... summer vacation is almost over here at the philippines.. kinda sad..  i wonder what section will i be in?,0
168, - your twitter is broken,1
169," yeah, its still totally in the high 60s here. soooo notlooking forward to aug and sept up here",1
170,So deep its priecing my soul,1
171," i know, don`t tell anyone  i dont know if my dad told the famz yet. i think i`m taking it online.",1
172,I don`t think I will be able to get out of bed tomorrow morning  we will seeeee!,0
173,waiting to get picked up!,0
174,"if bill compton has wii, why can`t he have twitter?",1
175, sorry to hear that.,0
176,"_xo   dang it, so its not certain ? ? ? are you okay?",0
177,wishes Dave Gilmour and Roger Waters would re-unite for a Pink Floyd concert,1
178, plus I just deposited tax return cheque but for first time in 7+ years it didn`t clear immediately,1
179, I knooww  & my hot water bottle iss in whangamata without me. ahhhhh,1
180,My nose is stuffy,1
181, thanks for the rt and sorry about your new place with the domestics,1
182,"Ok, other then my shoe, the club is cool. Its fun, and its poppin except 4 the ppl tryna dance wit me",1
183, btw I am not a wimp,0
184, LOL yeah yeah you big perv ;) Was hoping to see you next week but scrapped plans,1
185, i can`t add you on myspace girly  it asks for a last name and email,0
186,"back at Vienna (  ), sooo tired, luggage lost, Manchester `d been great - very good outcome from Seminar at MBS & great people around ...",0
187, don`t think i can take a needle. watched a horribly gory short film on drugs a few months ago. i`m scarred for life.,0
188, It feels not good.,0
189,Thinking about getting up for work,0
190,I was a very naughty girl tonight. dissappointed with myself,1
191,http://bit.ly/3W9w1  NOOOO! he goes for Orlando! OMG  I`m gonna CRY!!!!!!!!,1
192,scratch that; sleep on a stage bound.,1
193,I miss my friend,0
194,Yea i just saw this really sad commercial,0
195, my new lens isn`t working. It worked for a bit and now gives an fEE error,0
196,Hates having to sleep alone,0
197,_Tiff_Marie  I think I do it too much....,1
198, ya. i was suffering the whole day yesterday. met dentist and feel a bit better. i still look like rocky balboa though,0
199, I didn`t end up really eating  had more snacks. sigh,0
200,ups ketauan cabut nih gimana dong,0
201,I didn`t get a callback for the play I cried...  oh well I guess it`s back to being a techie..,0
202, I kinda wish I went with you now!.. I can`t fall asleep,0
203," LOL, very true. Maybe next year. I loooved that siggy, and I don`t remember what the password for the mod thing was  Cake?",1
204, http://twitpic.com/65623 - OUCH!! That looks so painful,0
205,Loving lil ken and absolutely dreading saying goodbye in less than a week,0
206,god i cant even catch public transport. swine flu is **** house,1
207,asks for karma points please.  http://plurk.com/p/wxnt9,1
208,Hahaha! Alright  ..,1
209,tummy ache.,1
210," youre so far away, I don`t know what to do....",1
211,Very Sad.... please get better Grandma,0
212,Gosh. Today`s weather is HOrriTerrible! Extreme hotness. I`m losing a lot of water weight by doing nothing.  - http://tweet.sg,0
213, aww. me too  annoying!!! :|,1
214,"I can`t sleep, this is so darn frustrating.",0
215,RIP kelly  fucccccck,0
216, well I don`t have vacations so let`s NOT go there,0
217,"I think im being ignored...by my best friend, jake....a) i hate being ignored. b) we all know how things go with him",1
218,_Viola love it! By the way I didn`t end up having time to go this week  I`m sooooo sorry! Next week for sure!,1
219,Ok. Time to nodd off its gonna be a long day tomorrow. Saying goodbye to my car for good,0
220,so tense..so emotional...so not me..,1
221,  Have fun! I miss you guys a lot!,1
222, yeah work today  never mind only one day then sun sun sun....,1
223,its funny. i`m kinda sad on my last day,0
224,Jenny fell asleep and didn`t come over,0
225, Why do we love those that we cannot have?,0
226,I want a new phone  I`ve seen too much cellphone commercials (,1
227,Ran out of money. I r a sad panda,1
228,"So Cal Dachshund Rescue found a home for my foster pup, Max. I`m soooooo sad to see him leave",1
229,"off to work now, finish about 9pm  booooo.",1
230,  http://bit.ly/179jxS But gotta wiat till next week  btw...you from Mumbai itself?,1
231,"maybe i should take up drinking again, feel as if i have a ,massive hangover  still not ,yself today",0
232,i have a really bad head ache  gonna go to bed i might be back maybe not bye bye,1
233,I am going to die tomorrow night.   should be here.,1
234," ooh maggi goreng. yums. i cant eat, sore throat cmin",1
235,I just realized I spelled 'adorable' wrong when I tweeted  she must hate me now,0
236,_mommy oh  well i hope she gets better,1
237,how to have a glowing face? my complexion is always so pale,0
238,haven`t watched gossip girl in ageeees ! and need one tree hill season 3 . god i`m so slow,1
239," I hate you , Fleetwood is my favorite band...I`m so jealous  ok I still love you haha",1
240,"Up early again tomorrow... heading to bed now. I keep saying I`m going to take a midday nap, but it hasn`t happened this week yet...",0
241,ups ketauan cabut sama   nih,1
242,"says morning everyone, off to work in 10 min`s  http://plurk.com/p/wxom8",0
243,  I`m so sorry .. ya gotta let me know! I`ve been booked all week!,0
244,forgot his access card in the carï¿½too lazy to fetch it,0
245,oh no my tweetdeck is malfunctioning :O il have web will its fixd,0
246,Work at 5:45am =,1
247, Hell yes. I`m too late.,1
248,sooo.... Hot in here hufff.....,0
249,  my thoughts dwell on a certain person,0
250,i just murdered two **** mouses!!! now i cant sleep,0
251,"Oh noes.  hey, what`s my tatoo say?",1
252, I wish I could have time for my xbox  project all tied,0
253,Wow. That hurt way worse than i thought it would.,1
254,Nursing bruises from motorbike crash on Wednesday night leaving London workplace. The ground is so much harder the older you get,0
255,Huge headache...goodnight!!,1
256,its only 0.2! Just give me my 3 points!,1
257," make the most of pork products while you can, they`ve **** stopped importing it here in dubai. bad times",0
258,I wish I was going to we love sounds,1
259,My sisser is moving tomorrow and of makes me sad  actually I guess technically in a couple of hours since it`s already Friday.,0
260, why not?,0
261,to Chicago... but why isn`t my ride calling me back?,1
262,"K, goodnight! Gotta do Chuck E Cheese tomorrow following kindergarten shots and physical... Bla",1
263,Bahh the police ended the party @ 5!!  Just when i was starting....,1
264, that is so sad,1
265,mannnn..... _ got an iphone!!! im jealous....,1
266," Oh poor beths friend  i`m not naughty, i`m just unperfect.",1
267,_boy I`m sorry  I`m thinking about you and hope the week gets better!,0
268,my throat hurts  gonna go read and go to bed. text mee!,0
269,fjdskal im really frustrated.,0
270,"_lord Aww, you should`ve YouTubed it.",1
271,Wondering how come mcdonalds take so long to deliver my food.,0
272,says I`ve got number 10~  getting low~~ http://plurk.com/p/wxpdr,1
273,Misses his twitastic fwiends,1
274,was playing street fighter IV and Seth Raped me,1
275,Its weird being at the guy`s house without them here. I don`t like it,1
276,what a beautiful day - shame I`ve got to spend it in an office,1
277,I came with a q: 'any recommended hairdresser? U r full and they suggested me to others  ' His ego talked and I`m in d line,1
278,Wow just realized haven`t checked Twitter since 9am when I saw my to-do list. Good news- got lot done. Bad news-don`t know where day went,1
279,back from grimsby  it sucks bein back but was amazin wknd anyway!!,1
280,farewelling an employee tonight...,0
281,"Morning all. The water heating`s packed up, so i can`t have a bath. I REALLY want a bath!",0
282,@ lyrically_Me   Why would you do that to me?!,0
283," see...u shouldn`t be comin` 4 the city, u should be comin` 4 me",1
284," . Flights already booked, plus its GGD2 1st birthday. Can`t miss that ! especially as we missed GGD1",0
285,"  Where I live, all the small markets deliver their day-old bread to the food bank, but times are really tough, even for me",1
286,Watching Leno for the second to last time on the Tonight Show,1
287, Ur pic is gone,1
288,_a_mind Chris and I are staying in Glasgow instead cause there is absolutely no accomodation in Edinburgh due to the marathon,0
289,_isfortammy Sad tweets are sad,0
290,Playn madden with austin. Im going to miss him..,0
291,Headache of the century coming- I can feel it  ****.,0
292,disappointed to know that I got the Silver Award. I want the GOLD award. I hate being second best.,0
293,"I want to go back to bed but have a child to look after!  I may sleep all of sunday, my enevitable hangover may require it!",0
294,I just got mad tired so no ****  sleepytime night!,0
295,does anyone know how to convert 6 est to Aus time? ROFL xD **** radio disney,1
296,we can get a temporary tattoo. I would be totally sad if he died.,0
297,is tired and cold and runny,0
298,someone save me!! i dont want to pack anymore,0
299,home from school had the shitest day today,0
300,Are u missing ur frnds ? Hear to 'Manasellaam ' From Kulir100 Degree movie. Its amazing !!!  Nanbargale - Miss u guys !!!,1
301,I can`t sleep. I can`t find my grandmother`s quilt or locket. I`m sick at myself cause I may have lost them somehow. Or they were stolen,0
302," sorry, is only in spanish for the moment",0
303,must clear out my DVR... getting rid of it tomorrw.,1
304,I signed up for an account on a political website so I could post a comment but it isn`t working.,1
305,How Come I Can Never Sleep Past?? Not Good,1
306," Where`d the songs go on the site, I want 'Do You' on this computer too",0
307, oh ****!!,0
308,so carlie came over and she fell asleep on me,1
309, and within a short time of the last clue all of them,1
310,my phone still doesnt tweet,1
311," Good idea Brain, you can`t not be on Twitter...",0
312,"There`s Nothing To Do Right Now And I`m Tired But I Don`t Want To Sleep. Cleaned Up Pretty Good, So Proud. At Least I`d Be A Good Janitor",0
313," yes it was good 2 see them laught at each other,,but that poor lad asking his mum & dad 2 kill him",0
314,I`m at work,1
315,back time.  I wish I was a teenager again. I wish I could feel healthy again. I can`t remember what it`s like to feel healthy anymore.,0
316,The 3d version of Up sold out   regular version it is!,0
317," I don`t have ur #...anymore, I think!!",0
318,just got home after killing a possum,1
319, OMG YAYA!!! we put you #5 please not the end of the year,0
320,_08 hell yeah! i missed u last nite  lol do u like my opinion?,0
321, suuure,1
322, yahoo maps! lots more to desire #yahoo,0
323,I miss my daily quotes! Why don`t i get them anymore?  am I kicked from your mailinglist?,0
324," ohh sorry , thats someone else`s pic  my bad",0
325,"Missed my train by 5 secs  yesterdaynight knijp, jaap & flashback. Now sitting on the blisters. If you know what I mean. ;)",1
326, no. my school will start on June1.  two days to go. i still don`t want. :l,0
327,lappy charger is completely dead... conserving what`s left of the battery until i can afford to buy a new one,0
328,finally accepting the fact that all cute guys are taken,0
329,  http://yfrog.com/11z2ip  nothing there,1
330,Summer Glau to appear in Dollhouse next year http://tinyurl.com/mnrezc ... I still can`t believe they won`t renew TSCC,0
331,ah thats better snow patrol! now to be stuck indoors  still weekend coming up and fresh air excellent hope its sunny!,1
332,"Oops, Corey saw my last tweet. I guess I`M not getting laid tomorrow.",0
333, cause they changed man....,0
334,"up early again  loads to do- but the suns out, hurrah!",0
335,"really, realy want a netbook. mrr. Techno-lust sucks",1
336, Babes it was sooo much fun!!  Thank you so much for making that happen!  Had fun with the ladies too!  Time went to fast.,1
337,Matty is le tired.,0
338, not really having a good night... missing my little girl...,0
339,my knee is killing me  im off to bed!!,0
340,Ahh man up and getting ready for work  I wanna sleep!!!,0
341,  I was just thinking the same thing! I love our morning chats! We totally need 2 live 2gether full time. Lol,0
342,i wish i was at `s burning trees and trying on dresses...,1
343,I just spent 2 hours playing TF2 and I don`t think I`m any better at it than when I started.,1
344,"have to wear my glasses today, cos my right eye is swollen and i don`t know why",0
345, you might want to get some rest...i promise you wont retain the knowledge sleepy,1
346,"wants to listen to musiq soulchild, but it is not on the iPod",0
347,i miss seeing fireflies.....,0
348,i wanna be love drunk,1
349," Hopfully a quiet one @ home,,, No cash to do anything  Then u coming 2 the pub 2moz 2 watch the Pups???",1
350,Got a flat on the way in today - Pot hole. Another thing to tick off the 'crap things that can happen in a week' list,0
351, hang in there- health should be priority #1 right now! i do hate seeing good people get mistreated so i`m genuinely sorry,1
352,Had a awesome time 2. Got2meet brandon rhyder! Unfortunatly i can`t sleep n tomorrow.  back 2 the ole job.  got my game face on!,0
353, And I feel your pain.,0
354,"My Pandora is hitten hard, why can`t real radio play great music like this",0
355,2orw!!!!! Nooooooo I want to go back to Newcastle!!!!,0
356,"Hospitals unnerve me  ~  waiting for the Doc, flipping thru magazines  ~",0
357, you guys gonna tour with Short Stack again? I missed your last tour  Me friend went and said it was mad!,0
358,arrrgh. i`m bored. so bored. there`s nothing to do except slouch at the computer all day long.,0
359,wow i`m really reallly ill,0
360,Unstable broadband and electricity taking toll on my mental stability.,1
361," and  yea, just confirmed that this game indeed is already patched...  LOL guess you`ll have to help me tomorrow ;)",1
362, you didnt send me the text,1
363, err i think they`re like 15 bucks a ticket cause its 3D too. too expensive,0
364,Omg grr my parents left probably 15 minutes ago to belgium and typical i wake up a stupid o`clock,1
365,Gotta go back out there.,1
366,I am watching Blood + on veoh episode 19 love the music.wishing i could watch the live action but not old enough,1
367,Gonna go watch Shorty Street & then prison break marathon then bed maybe. Nobodies texting me!,1
368,I should go get a life. Sam just texted me `Phuture tonight?`  http://sgBEAT.com/pic/81/,0
369,sad that will have to leave my beautiful apartment,0
370, I`ve been trying not to think about that!,0
371,  sometimes going and doing other stuff cures that,1
372,Ew I have creepy followers,0
373,Insomniaaaaaaa..... all night trying to get a sleep... no luck... and now have to work,1
374,..i graduate today,1
375,Waiting on the bus! I miss my car,0
376,"says I`m still dreaming about that Nikon D60..erRr!  *ate, kuya **PLEASE** lang* huhuh http://plurk.com/p/wxrx5",1
377,_Adel they didn`t reply yet.. wait till they confirm.. in case somebody might have translated it already..,1
378,Rest In Peace  ADaM 12 & GLeNN EPPS.... Gone but never forgotten... what a week ...Loud in da air 4 ya,1
379,_goodrem should updatd her twitter,1
380,http://twitpic.com/664oz - this is what happens when i have no models,0
381,"can`t find Skins on the stacks,   90210/The Hills? wdyt?",1
382,I still miss him... And i dont think he`s coming back,1
383,"is having the worst week, things really do happen in threes",0
384,My tummy still hurts  another cubs game tom...goood night.,0
385, and im an idiot for missing their last show,0
386,wth is happening with my neck. this is definitely not stiff neck :|,1
387,"Summer is about to end.  For some, it`s just about to start. Hahah.",1
388,My baby was so drunk I brought her home for an hour to pass out then carried her to the car,0
389, You can vote every 20 mins I`m on page 2   http://twurl.nl/hxux3o,0
390,I can`t find my ipod,0
391,finally off to bed almost everything is packed gotta be up in about 6 hours to get ready for a double shift of work,0
392,My throat hurts and I can`t sleep.,0
393, where did you go babe?,0
394, it is so unfair that all the good rock shows happen only in B`lore and Pune,0
395,its raining  now my hair will gett all ****,0
396, aww you`re going back to east coast again?i haven`t even seeen you!,0
397,Alcohol does not promote weight loss.,0
398,Been up since 5am with my poorly sick baby girl,0
399,so much fun at the beach today!  and delicious dinner at `s house!! i friggin love Mark and Josh!! I`m gonna miss them!!,1
400, I`m straining to hear but it`s very hard from all the way over here.,0
401, it is so unfair that all the good rock shows happen only in B`lore and Pune,0
402, where`d you go!,0
403,Going to a wake of a dear friend Marlito Sy tonight in Novaliches,1
404,Again working on the internet shop ... don`t think we will achieve the goal of uploading by the previously set time   Will keep going,0
405,Wookei why did you never accept my psn friend request,1
406,"cant talk very well, just remembering about something once said to me...  not a good thing **** bully nasty pieces of work arrrrgrrrrrr",0
407,Watching Jay Leno`s 2nd last Tonight show   I haven`t gone a day without Leno in like four yearss.,0
408,just got home.. downtown was dead.. plus im kinda under the weather and i gotta get up for work tomorrow,1
409,#thingsmummysaid You need to learn to wash dishes and do laundry because I won`t always be here to do them for you. She was right,1
410,i sooooooooo dont want to go to work today to nice outside.,1
411, finished listening to Last Days of Krypton`s audio book! Loved it...so sad though...,1
412,tiiiired but i cant sleep,1
413,Ready to go into work now.  cannot be bothered.,1
414,But why do I have to spend it in the office,0
415,very very bad headache that is getting worse by the minute not better.,1
416,S`acaba la setmana del rap vintage  amb la millor: MC Hammer - U can`t touch this http://open.spotify.com/track/1B75hgRqe7A4fwee3g3Wmu,1
417," M Jizzle I need u to Hit me too, ugghh I`m sick of this **** phone! Like seriously!",0
418,is tired of summer already,0
419,feels really sick.,0
420,Why am I having such a hard time falling asleep,1
421, Waah! You were in Aberdeen? **** why do I miss all the best gigs?!,1
422,walked home in the rain.,1
423,Dying to get my hands on the Diagnosis Murder DVD boxset but those pesky kids at Amazon still won`t deliver to Zimbabwe,1
424,This train is so squeaky its givin me a sore head its bad enough i have to go to work!,0
425,Their songs make me want to cry..,0
426, aww dont cry ashley,0
427, i am public and can`t get anyone to follow me,1
428, Sorry   move back?,0
429, aww ty! s`just a bummer watching conversations,1
430,"Gha, off to work - hopefully traffic has cleared up by the time I get there!!",0
431,"oooooh!  this guy is so amazing, he`s so cute, and he sent me a photo!  and no...i can`t show",1
432,_**** cheer up lizzi there will b another foh hero concert   but still i suppose we can b upset  xoxoxo,0
433, lol.. that`s worrying,1
434,Aw. The sky is weeping.,1
435, ...that`s a miserable afterparty report,1
436,I tried to dye my hair and all i got was a blond chunk in the front middle part of my hair. Dang.,0
437,Got the BrainBone daily question wrong!  - http://bit.ly/11dd2T,1
438,why does IE have to be always a big problem,0
439, THEN Y R U LEAVN???? STAY!?,1
440, and I was just gonna ask you if you wanted to go to CLUB Hidden House on sat night. hehe.,1
441,@_shannon1234 Shannie im so sorry! didnt mean to upset you! i just thought you would find it cute  im sorry dont be sad!,0
442,Not excited of blowing out another candle today... [as when I was a kid!]   We gotta grow up soon or later...,0
443, that sucks  what bout kate,0
444,Wants milk,0
445,aww my poor tank friend.    his guild is **** him over after promising him main OT. he barely even gets to go now.  ;_;,0
446,morning class  .. always late or bunk ... how can someone wake-up at 8! ...,1
447,"_xo My daddy lives in Manchester, I love it there :-D HULL?! :O ****! I have a mate there and I wanna go",0
448, yeah... it is very very dry down here,1
449,the physical. It`s coo now i know. Just lettin off some steam.,1
450," wanted to change my handset covers, pen drives and a headphone in some place..guess its not happening...",1
451,jessie has gone away 4 the weekend!! I miss her already,0
452,Canï¿½t stop loosing.  Worst month results ever... Bubble two times in a row.,0
453, what is the point of your twit on bgt i must be one of the only people you havent found a swap for depite the promises,0
454,I really wanted to watch Mary Poppins and sing along.,1
455,Is. this. a. lie? FML. F uuuuuuu. I can be such a fool sometimes,0
456,OMG sore shoulder,0
457," hmmmm, that`s not nice... think you should take it back. I can`t help it I`m hungry. No food in this office.",1
458, I won my 5th grade spelling bee. Went down trailing flames on 1st word at county spelling bee  http://post.ly/geb,1
459, All Pret-a-manger & some marks & spencers stores in the UK donate their food at the end of the day. Most lock their bins,0
460,Come to bed,1
461,lonely ..,1
